gene,peak,0,1,2,3,4,5,6,chromosome,start,end,length,sum,mean,variance,norm_mean,norm_sum,gmm_bin,Peak2Gene
GRAP2,chr22-39935038-39944855,-0.24318981,-0.23481475,-0.2229312,-0.23550329,-0.2132061,2.3322387,-0.14430055,chr22,39935038,39944855,9817,689,0.5120801723052043,158.75259708791816,0.4869057460962519,0.0701843740450239,10,True
SAMSN1,chr21-14533004-14535760,-0.049292803,0.35064244,0.047006622,-0.33356878,-0.08458952,0.08467429,-0.4821394,chr21,14533004,14535760,2756,1198,0.9580399280785103,479.0778241636101,0.532812464816336,0.4346879535558781,13,True
CD3G,chr11-118434093-118439206,-0.18059035,-0.1619089,-0.1021684,-0.16201702,-0.103179574,1.5109242,-0.19261831,chr11,118434093,118439206,5113,4048,4.518143568090026,5462.948847838167,0.6464760474791466,0.7917074124779973,1,True
SOD2,chr6-159680969-159695839,-0.059333596,0.15192552,0.048150092,-0.107633315,0.019038925,0.056214284,-0.5323432,chr6,159680969,159695839,14870,10801,20.153203483541123,38877.76365410692,0.7560572578905103,0.7263618022864828,11,True
HLA-DRB1,chr6-32634078-32640587,-0.49305543,-0.07447341,0.11505183,0.20897016,0.7581286,0.055023443,-0.5775526,chr6,32634078,32640587,6509,2313,2.136050093783344,1784.2863314438148,0.5915746498083198,0.3553541250576125,0,True
BCL11B,chr14-99223600-99254668,-0.2804747,-0.250554,-0.28319043,-0.24965756,-0.24799919,2.6995037,-0.27092496,chr14,99223600,99254668,31068,1195,0.9559607691808264,478.83826831165953,0.5326532459474049,0.0384640144199819,10,True
NAMPT,chr7-106256272-106286624,0.29029712,0.1636377,-0.62575257,0.22841598,0.041315977,-0.17618284,-0.51388633,chr7,106256272,106286624,30352,26613,96.37042896426988,235981.65732177396,0.8707372480611764,0.8768120716921455,1,True
MTSS1,chr8-124750656-124752545,-0.37787345,-0.26774895,0.111507885,0.338342,0.617551,0.06134771,-0.25566193,chr8,124750656,124752545,1889,2491,2.3495585453583567,2069.025194620429,0.5985565039274074,1.3186871360508206,8,True
MX2,chr21-41459830-41461008,-0.043063074,-0.10172524,0.109731615,0.11217829,-0.040119596,0.11245079,-0.31698304,chr21,41459830,41461008,1178,301,0.210725045487968,30.385861509392026,0.4218334622859154,0.2555178268251273,7,True
IL32,chr16-3072167-3077651,-0.16469212,-0.12904777,-0.15255772,-0.17017558,-0.1755252,1.6028284,-0.17086338,chr16,3072167,3077651,5484,846,0.6435133728348192,239.18363187729244,0.5036486972180656,0.1542669584245076,2,True
HLA-DRB1,chr6-32663371-32669762,-0.49305543,-0.07447341,0.11505183,0.20897016,0.7581286,0.055023443,-0.5775526,chr6,32663371,32669762,6391,4937,5.99729637466256,8123.886420362342,0.6672310903402718,0.7724925676732906,1,True
FOXP1,chr3-71485625-71494791,0.10030673,0.09116638,0.0017203486,-0.10036114,-0.29959252,0.318899,-0.6155719,chr3,71485625,71494791,9166,1207,0.9665642779145496,486.6593980215628,0.5334616542584053,0.1316823041675758,4,True
PARVB,chr22-44067261-44069581,-0.20856945,-0.019709472,0.050133873,0.009398799,0.35996333,0.039258674,-0.17223902,chr22,44067261,44069581,2320,5067,6.22833284181476,8557.226858286096,0.6700012818627268,2.184051724137931,12,True
SLC2A3,chr12-7914787-7919897,0.1416009,0.36116907,0.011956922,-0.36421353,-0.64055884,0.33277968,-0.11626798,chr12,7914787,7919897,5110,1190,0.9506212019208744,472.8142269645437,0.5322427579252947,0.2328767123287671,7,True
ANXA6,chr5-151195471-151197275,-0.13822703,0.079156145,0.0856412,-0.23059097,-0.121508166,0.64422184,-0.21191756,chr5,151195471,151197275,1804,754,0.5657987271628215,189.96198021562745,0.4942165152788836,0.417960088691796,13,True
RAB11FIP1,chr8-37854518-37858601,0.177476,0.25596666,-0.15653493,-0.036376595,-0.3529895,-0.071491644,-0.30851933,chr8,37854518,37858601,4083,1115,0.8814216942320401,415.1465043903522,0.5267038670949682,0.2730835170217977,7,True
GBP2,chr1-89124476-89130578,-0.16426799,-0.14223173,0.25553015,0.12690221,0.06493424,0.1403931,-0.5187116,chr1,89124476,89130578,6102,2776,2.706289756106269,2569.5755580749137,0.6089155105640675,0.4549328089151098,13,True
EZR,chr6-158792584-158796850,-0.18583322,0.21287394,-0.091827825,-0.203987,0.16836739,0.41844615,-0.3593175,chr6,158792584,158796850,4266,513,0.3712337199148577,88.0723934644882,0.463333472505029,0.120253164556962,4,True
TNFSF10,chr3-172591250-172593538,-0.28570548,-0.21972035,0.3677508,0.18951657,0.28760552,-0.03914786,-0.39130032,chr3,172591250,172593538,2288,1322,1.0753985366739116,583.2710085584083,0.5412811422864464,0.5777972027972028,6,True
C12orf57,chr12-6850059-6853731,-0.042468157,-0.03187698,-0.07621872,-0.026301077,-0.03406958,0.44815147,-0.07389402,chr12,6850059,6853731,3672,7611,11.504613897401542,19303.346306102037,0.7149722319863773,2.072712418300654,12,True
TREM1,chr6-41280331-41287503,0.10168928,0.21551664,-0.15426677,-0.016629927,-0.24090081,0.005050371,-0.24444509,chr6,41280331,41287503,7172,8919,14.777072669896963,26507.995082360787,0.733317724451116,1.2435861684327942,5,True
HBEGF,chr5-140261202-140262471,-0.055411913,0.10942015,-0.029571068,-0.06199929,0.060564496,-0.061507266,0.122005746,chr5,140261202,140262471,1269,2133,1.927113075012564,1517.2663381127045,0.5840309718811524,1.680851063829787,3,True
UXS1,chr2-106093867-106098316,-0.07910361,0.039850596,-0.013183547,-0.08601263,-0.10426526,0.56816757,-0.38845524,chr2,106093867,106098316,4449,540,0.3924686213854024,97.7983327775925,0.4674099670150647,0.1213755900202292,4,True
OXNAD1,chr3-16311512-16319790,-0.205102,-0.119341105,-0.051642597,-0.10600959,-0.044651613,1.2332605,-0.25112113,chr3,16311512,16319790,8278,575,0.4200732874155504,110.63993553406692,0.4723913813897415,0.0694612225175163,10,True
CLEC2D,chr12-9646804-9652494,-0.16749474,-0.022565575,0.034155924,-0.06336072,-0.16582896,0.87515306,-0.30123165,chr12,9646804,9652494,5690,2648,2.543963037625523,2338.433075914193,0.6043823927224308,0.4653778558875219,13,True
NR4A1,chr12-52048456-52064713,-0.21252662,0.13111377,-0.23839648,0.11954502,0.4461899,-0.014102658,-0.18071662,chr12,52048456,52064713,16257,16076,39.40974396760118,86116.64164677114,0.8052062483660258,0.9888663345020606,9,True
SERINC5,chr5-80180701-80185479,-0.13950421,0.06280665,0.093841136,-0.18067634,-0.1365036,0.6724836,-0.39795372,chr5,80180701,80185479,4778,508,0.3673426980010405,86.39543670112262,0.4625612880902573,0.1063206362494767,4,True
CYTIP,chr2-157426512-157445564,-0.13993458,0.14046766,0.11473179,-0.18895195,0.077102244,0.27614683,-0.71176386,chr2,157426512,157445564,19052,6016,8.028897520840465,12062.721460042234,0.6886113248580176,0.315767373504094,0,True
HLA-DQA1,chr6-32663371-32669762,-0.40022403,-0.14254104,-0.12733984,0.16596308,0.9701403,0.035287406,-0.12013257,chr6,32663371,32669762,6391,4937,5.99729637466256,8123.886420362342,0.6672310903402718,0.7724925676732906,1,True
SLC27A4,chr9-128361127-128362726,-0.08677924,-0.0042488514,0.050337438,-0.053102084,0.028567845,0.25592726,-0.19716232,chr9,128361127,128362726,1599,522,0.3782585629176181,91.15394731577192,0.4647072960315378,0.3264540337711069,0,True
STK38L,chr12-27179531-27181410,-0.08795568,0.075524956,0.1617337,-0.10495848,-0.006955855,0.059277263,-0.37178352,chr12,27179531,27181410,1879,1294,1.048562051914302,558.7347177948204,0.5394290993061679,0.6886641830761043,11,True
ITPKB,chr1-226721241-226741499,-0.14567946,-0.1114324,0.025405155,-0.11644094,-0.018560298,0.8925005,-0.2752471,chr1,226721241,226741499,20258,2566,2.442178811205053,2196.978612426364,0.6013899561043925,0.1266660084904729,4,True
ACSL1,chr4-184810540-184815887,0.22812116,0.16619317,-0.015330408,-0.08306122,-0.44066128,-0.16128848,-0.08852611,chr4,184810540,184815887,5347,3250,3.339318667331704,3521.2953206624434,0.6243192829037926,0.607817467738919,6,True
LIMS1,chr2-108589712-108592035,-0.18301904,0.15009135,0.06447375,-0.25027385,0.26253796,0.1453956,-0.24694498,chr2,108589712,108592035,2323,1771,1.528906400841452,1046.2481089251974,0.5670675227204067,0.7623762376237624,11,True
IKZF1,chr7-50370851-50375343,-0.16120547,-0.10618635,0.17702478,0.011977304,0.060543787,0.42849603,-0.6218529,chr7,50370851,50375343,4492,458,0.3286474048126746,70.27086184283651,0.4544038848335018,0.1019590382902938,4,True
KIAA0513,chr16-85076808-85078533,0.015788509,-0.058751795,0.19338642,-0.06304888,0.0070048827,-0.049404114,-0.44932473,chr16,85076808,85078533,1725,364,0.2573861773392049,44.41591819495385,0.4364923023753392,0.2110144927536232,2,False
P2RX4,chr12-121221949-121225357,-0.08605833,-0.076673545,0.14590392,-0.012979375,0.045786522,0.14939287,-0.2288813,chr12,121221949,121225357,3408,538,0.3908171628315366,96.8423056574414,0.4671009397119557,0.1578638497652582,2,False
TGFBR1,chr9-99110738-99114055,-0.07718756,0.021164812,0.094815195,-0.14425504,0.09419162,0.19145967,-0.35562304,chr9,99110738,99114055,3317,540,0.3923828435980938,97.54091363787929,0.4673939479877563,0.1627977087729876,2,False
TP53,chr17-7703486-7706237,-0.12773211,-0.027790908,0.15380763,-0.12527719,0.09336173,0.21199179,-0.117120765,chr17,7703486,7706237,2751,447,0.3202035453559494,66.93083961320438,0.4524963637651036,0.1624863685932388,2,False
GSTK1,chr7-143205581-143206469,-0.21450269,-0.005839162,0.083476424,-0.040906295,0.03180992,0.54684496,-0.2858793,chr7,143205581,143206469,888,766,0.57583780383383,196.089249305324,0.4955054350412921,0.8626126126126126,1,False
SMARCB1,chr22-23785965-23788157,-0.060372423,0.0040856726,0.070370674,-0.08754903,0.014125729,0.17861639,-0.12655218,chr22,23785965,23788157,2192,2743,2.663999399851785,2508.662198955207,0.6077612564661372,1.251368613138686,5,False
FILIP1L,chr3-100044265-100044982,-0.18570581,-0.07141668,-0.060910266,-0.022872033,0.26607254,0.52574694,-0.2736798,chr3,100044265,100044982,717,464,0.3332370302115219,72.04432766477716,0.4554202524215469,0.6471408647140865,11,False
PFN1,chr17-4879513-4880181,-0.52291995,0.08246554,0.39173558,-0.22128895,0.33255085,0.5606987,-0.6296736,chr17,4879513,4880181,668,336,0.236534634281626,37.84043747915972,0.4303009168140425,0.5029940119760479,13,False
STK17A,chr7-43571945-43573237,-0.11671358,0.11540866,-0.1719478,-0.08046956,-0.13123384,0.82954454,-0.34846634,chr7,43571945,43573237,1292,2371,2.2047249648212923,1874.3796194286983,0.5938937290271615,1.835139318885449,12,False
EMILIN2,chr18-2855514-2859350,-0.17593947,0.12718129,0.096374325,-0.07635845,0.26933292,-0.046832357,-0.6151355,chr18,2855514,2859350,3836,2616,2.5037530995281223,2281.763051683894,0.6032147863913347,0.6819603753910324,11,False
PLEC,chr8-143965159-143967156,-0.18427962,0.15987422,0.08455394,-0.20426424,0.106079936,0.2807603,-0.37084702,chr8,143965159,143967156,1997,358,0.2529208186208317,43.01537668111593,0.4352097217070655,0.1792689033550325,2,False
RPL27,chr17-42984855-42986284,-0.35173574,0.03794492,0.24006738,-0.23171605,0.18633671,0.5969976,-0.27892184,chr17,42984855,42986284,1429,1071,0.8413394948154995,382.8598239413138,0.5232930877718251,0.7494751574527642,11,False
UBE2L3,chr22-21623716-21627351,-0.18470918,-0.02456962,0.11859823,-0.14743552,0.26097503,0.290892,-0.3185248,chr22,21623716,21627351,3635,444,0.3178999410999935,66.01772324108038,0.4519672276364909,0.1221458046767537,4,False
SAMD4B,chr19-39349501-39352193,-0.026121236,0.13383126,-0.06458292,-0.0792695,0.042045854,0.109965086,-0.42123044,chr19,39349501,39352193,2692,516,0.3735857072873008,89.13070756918971,0.4637963160460575,0.1916790490341753,2,False
PNPLA6,chr19-7595353-7596983,-0.23574717,-0.0023560475,0.22641535,-0.054218233,0.17263281,0.1250163,-0.24512371,chr19,7595353,7596983,1630,334,0.2350697215262653,37.44423430032233,0.4298456309945695,0.2049079754601227,2,False
DCTN3,chr9-34627792-34629817,-0.16033521,-0.0025152992,0.123066805,-0.037875246,0.060562424,0.26535892,-0.27211237,chr9,34627792,34629817,2025,351,0.2476966644107405,41.337689896632206,0.4336801335396021,0.1733333333333333,2,False
NPC1,chr18-23573546-23575412,-0.11901743,-0.023817848,0.08490769,0.019154679,0.10029158,0.19608952,-0.47704676,chr18,23573546,23575412,1866,482,0.3471325090887973,77.74465977548074,0.458414156111617,0.2583065380493033,7,False
IL32,chr16-2985505-2988180,-0.16469212,-0.12904777,-0.15255772,-0.17017558,-0.1755252,1.6028284,-0.17086338,chr16,2985505,2988180,2675,335,0.2358114002753407,37.67001222629764,0.4300764936514657,0.1252336448598131,4,False
DIAPH1,chr5-141701534-141703648,-0.09768858,0.23334335,0.14025427,-0.18596776,-0.1493992,0.21117355,-0.6627541,chr5,141701534,141703648,2114,444,0.3179108299900922,66.05040080026677,0.4519697378144262,0.2100283822138126,2,False
HSPB1,chr7-76294487-76295188,-0.13377453,-0.06462482,-0.008096633,-0.1637848,0.21087897,0.49916965,-0.064708054,chr7,76294487,76295188,701,348,0.2454583081620342,40.62038279426474,0.4330148641389395,0.4964336661911555,13,False
AP3D1,chr19-2170261-2172039,-0.17759104,0.01378246,0.21569201,-0.13010271,0.050539758,0.25532147,-0.2683615,chr19,2170261,2172039,1778,306,0.2144021518224613,31.42085761920638,0.4231012510662357,0.172103487064117,2,False
RPL22L1,chr3-170866796-170867895,-0.06779135,0.0022038356,-0.052048825,-0.090295784,0.16179572,0.22783655,-0.107809514,chr3,170866796,170867895,1099,407,0.2897259360436225,55.46753406691119,0.445166229965179,0.370336669699727,0,False
PCBP2,chr12-53484851-53488238,-0.18579817,0.029672217,0.22209045,-0.12972324,0.032327883,0.2816552,-0.34553832,chr12,53484851,53488238,3387,469,0.3371027839743834,73.64545470712461,0.4562655171777834,0.1384706229701801,4,False
RPL17,chr18-49476200-49477553,-0.34851506,-0.0023131156,0.3011546,-0.11864022,0.108264215,0.5890501,-0.5727626,chr18,49476200,49477553,1353,1111,0.8777074573749026,412.0000795820829,0.52639439514661,0.8211382113821138,1,False
C14orf119,chr14-23093771-23096986,-0.11496845,0.09603898,-0.052224196,-0.08626778,0.058697224,0.29026145,-0.10436626,chr14,23093771,23096986,3215,5898,7.79378421353158,11593.146424808268,0.6864332246372118,1.8345256609642304,12,False
UVRAG,chr11-75810186-75811453,-0.053375755,-0.1320508,0.09152679,0.09953001,0.1080105,0.16252871,-0.6505225,chr11,75810186,75811453,1267,394,0.2799132553977691,52.01967944870512,0.4426411243902386,0.3109707971586424,7,False
HNRNPAB,chr5-178211190-178216624,-0.24122792,0.04066916,0.14518254,-0.14041619,0.21605676,0.2807433,-0.2537201,chr5,178211190,178216624,5434,756,0.5675260577251175,191.1456992330777,0.494439908598148,0.1391240338608759,4,False
CD247,chr1-167562655-167565146,-0.25436446,-0.24957442,-0.23687302,-0.23339765,-0.2548794,2.5239341,-0.28063628,chr1,167562655,167565146,2491,1578,1.3284834684981632,830.7788889629877,0.5567698179625753,0.6334805299076676,6,False
MRPL33,chr2-27715039-27716932,-0.18604027,0.10986906,0.13042763,-0.14053857,-0.020645805,0.3349752,-0.21842328,chr2,27715039,27716932,1893,370,0.261880414283009,45.90312326331,0.4377609038210864,0.1954569466455361,2,False
PFKL,chr21-44285248-44287768,-0.2285914,-0.037040453,0.11665024,-0.03350685,0.29108012,0.19254014,-0.24392198,chr21,44285248,44287768,2520,361,0.2551604993141296,43.7366584417028,0.4358558287381241,0.1432539682539682,4,False
RASSF3,chr12-64560401-64561431,0.015456168,0.023143243,0.1994485,-0.18790245,-0.1997556,0.21112119,-0.3235799,chr12,64560401,64561431,1030,309,0.2166012120668013,32.02023741247081,0.4238490916164069,0.3,7,False
TRAPPC6A,chr19-45170527-45173901,-0.16854265,-0.007846071,0.12484037,-0.14735937,0.13345504,0.35121435,-0.2314779,chr19,45170527,45173901,3374,337,0.237286090216973,38.09555674113594,0.4305333716602908,0.0998814463544754,4,False
CCDC57,chr17-82222550-82223568,-0.09249651,0.05844913,0.055156443,-0.13378358,-0.08959506,0.4052533,-0.14958683,chr17,82222550,82223568,1018,787,0.5934454186791206,206.92970145604087,0.4977127403884607,0.7730844793713163,1,False
TOMM20,chr1-235077116-235078208,-0.19789143,0.021253288,0.032960102,-0.16370183,0.20928535,0.48622864,-0.3003751,chr1,235077116,235078208,1092,611,0.4487918541620579,124.82435434033566,0.4772377605925342,0.5595238095238095,6,False
RNF181,chr2-85516630-85517208,-0.2074954,-0.072617754,0.17599113,-0.103049375,0.18027285,0.3338442,-0.14715813,chr2,85516630,85517208,578,308,0.2158666367259226,31.81577681449372,0.4236001303920482,0.532871972318339,6,False
STARD7,chr2-96202372-96205567,-0.16521221,0.03526322,0.099951535,-0.15339687,0.17947605,0.27220905,-0.32756236,chr2,96202372,96205567,3195,361,0.2551382770894382,43.66996954540403,0.4358494459301065,0.1129890453834115,4,False
IGSF6,chr16-21640377-21641176,-0.2954602,-0.006838805,0.30611855,-0.17188893,0.40697524,0.06655867,-0.46440715,chr16,21640377,21641176,799,347,0.244709077708416,40.37194220295653,0.4327908269459692,0.4342928660826032,13,False
ARHGAP35,chr19-46845907-46846781,-0.06708843,0.020942504,0.037474997,-0.13997573,0.07350619,0.22853595,-0.1462438,chr19,46845907,46846781,874,393,0.2791555941283993,51.74593797932642,0.442442487991651,0.4496567505720824,13,False
SS18L2,chr3-42580260-42583439,-0.10110318,-0.028897686,0.0027571383,-0.084025264,0.12700772,0.34531847,-0.18482684,chr3,42580260,42583439,3179,3000,2.999144777682753,3000.4334778259417,0.6164455034877707,0.9436929852154764,9,False
VPS51,chr11-65061140-65062401,-0.18600464,0.0490516,0.14542358,-0.09576975,-0.008943154,0.45018578,-0.5126323,chr11,65061140,65062401,1261,340,0.2394995673518038,38.73820162276314,0.4312138334633893,0.2696272799365583,7,False
CEP128,chr14-81033750-81034386,-0.10754128,0.0037745682,0.043098673,-0.10425231,0.013710254,0.38891977,-0.13191782,chr14,81033750,81034386,636,593,0.4343775076715749,117.56690052239637,0.4748453357469427,0.9323899371069182,9,False
FPGS,chr9-127719096-127723679,-0.08310006,0.047198147,0.02606051,-0.058063507,0.09943426,0.09228734,-0.21276839,chr9,127719096,127723679,4583,659,0.4875794940273512,145.22606157608092,0.4833127090620546,0.1437922758018765,4,False
MLH3,chr14-75147147-75148250,-0.1354264,0.14464447,0.069594204,-0.22194089,0.042319205,0.2400347,-0.10310361,chr14,75147147,75148250,1103,680,0.5046771079270861,154.53600088918523,0.4858385341349562,0.6165004533091568,6,False
SDF2L1,chr22-21646257-21647332,-0.19646218,-0.0046237647,-0.020463442,-0.05708007,0.3193012,0.2984583,-0.24521269,chr22,21646257,21647332,1075,348,0.2454527526058614,40.603710570190046,0.4330132054173402,0.3237209302325581,0,False
CD247,chr1-167612324-167613209,-0.25436446,-0.24957442,-0.23687302,-0.23339765,-0.2548794,2.5239341,-0.28063628,chr1,167612324,167613209,885,550,0.4002481185460872,101.14460375680778,0.4688484217963762,0.6214689265536724,6,False
UBE2N,chr12-93433847-93435453,-0.08951723,0.061308976,0.06298679,-0.09667851,0.013127744,0.2810659,-0.47973672,chr12,93433847,93435453,1606,353,0.2491700115374087,41.75920462376348,0.4341147590935406,0.2198007471980074,2,False
TMEM62,chr15-43127868-43129178,-0.07703538,0.03143703,0.040464878,-0.040610526,0.047556102,0.12697518,-0.2070312,chr15,43127868,43129178,1310,323,0.2269187912872731,34.98329265310659,0.4272593849363818,0.2465648854961832,7,False
CEP68,chr2-65040444-65041113,-0.12972501,-0.03802327,0.0046580005,-0.058136534,0.14892901,0.37119144,-0.19771735,chr2,65040444,65041113,669,342,0.2409855876650653,39.19774858286093,0.4316671430781195,0.5112107623318386,13,False
HELZ2,chr20-63580511-63581558,-0.11632886,-0.009984959,0.09547963,0.061217837,0.027312715,0.066874266,-0.1529864,chr20,63580511,63581558,1047,325,0.2283999327851777,35.42819828831832,0.4277361795558169,0.3104106972301815,7,False
TCF20,chr22-42380893-42382276,-0.16437142,-0.03538122,0.13880378,-0.037148025,0.020926084,0.3164938,-0.103323326,chr22,42380893,42382276,1383,322,0.2261888867617281,34.792849171946195,0.4270232752607058,0.2328271872740419,7,False
NUP188,chr9-128946105-128949049,-0.16770108,0.054043178,-0.04367321,-0.08188339,0.1461478,0.3741614,-0.09721821,chr9,128946105,128949049,2944,2672,2.573983014294409,2380.523025897521,0.6052421352336749,0.907608695652174,1,False
ALOX5AP,chr13-30718599-30719736,-0.061539054,0.03464264,0.13444705,-0.17416789,-0.20349824,0.475383,-0.23689999,chr13,30718599,30719736,1137,617,0.4536049853635169,127.26856107591416,0.4780195378408445,0.5426561125769569,6,False
PPP6R3,chr11-68470222-68472621,-0.092580214,0.08348342,0.12143611,-0.16508482,0.0053898534,0.275895,-0.5674206,chr11,68470222,68472621,2399,546,0.3971167676796409,99.74741980660215,0.4682728153713293,0.2275948311796582,7,False
LFNG,chr7-2501847-2505933,-0.24987133,-0.029765978,0.2151157,-0.03916483,0.22806929,0.1646081,-0.3117316,chr7,2501847,2505933,4086,531,0.3853253819250424,94.36147115705236,0.4660638227559429,0.1299559471365639,4,False
NBR1,chr17-43251474-43251941,-0.10549504,-0.05375174,0.144539,0.0010690478,0.026969247,0.17221026,-0.2677608,chr17,43251474,43251941,467,423,0.3018595255399472,59.880436145381786,0.4481728703670556,0.9057815845824412,1,False
FBRS,chr16-30666388-30671100,-0.09906101,0.01690797,0.11840511,-0.06622845,0.021508852,0.10682735,-0.09424873,chr16,30666388,30671100,4712,916,0.7039419958454068,280.5299295320661,0.5102263128125696,0.1943972835314091,2,False
HLTF,chr3-149095324-149096062,-0.17945866,0.012696469,0.060199704,-0.08827167,0.030984951,0.5099178,-0.21807647,chr3,149095324,149096062,738,524,0.3798118087198306,91.81523796821163,0.4650076131217512,0.7100271002710027,11,False
C1orf112,chr1-169604399-169605730,-0.04139128,-0.029158764,0.035600536,-0.05383061,-0.09082066,0.3814852,-0.17789982,chr1,169604399,169605730,1331,2664,2.56387044843005,2366.17521573858,0.604953646415454,2.001502629601803,12,False
CAPG,chr2-85413286-85414471,-0.28456497,0.21183126,0.2247912,-0.18490615,0.107286975,0.09692191,-0.26145798,chr2,85413286,85414471,1185,330,0.2320923368991485,36.50910303434478,0.4289114693477525,0.2784810126582278,7,False
STAU1,chr20-49244880-49248957,-0.08284653,-0.04167297,0.13990867,-0.051791564,-0.098956764,0.3045801,-0.111669295,chr20,49244880,49248957,4077,630,0.4641019182335465,132.76985661887298,0.4796961250024235,0.1545253863134658,2,False
RUFY2,chr10-68406276-68408065,-0.10641981,-0.00073687057,0.059372965,0.026935603,-0.053932782,0.2937352,-0.25249755,chr10,68406276,68408065,1789,1242,0.9993218052579784,514.964737579193,0.5359041945563425,0.694242593627725,11,False
RBM28,chr7-128342924-128344577,-0.13657606,-0.09909888,0.19072726,-0.106620826,0.13221903,0.2815884,-0.25492728,chr7,128342924,128344577,1653,1022,0.797302905774397,348.7060202289652,0.5193532091684511,0.6182698124621899,6,False
SEL1L3,chr4-25856672-25857816,-0.14406566,0.061691634,-0.053883266,-0.18318576,-0.049830474,0.8007852,-0.23782174,chr4,25856672,25857816,1144,362,0.2558839478389572,43.90772746471045,0.4360633191467141,0.3164335664335664,0,False
SLC25A45,chr11-65388398-65391378,-0.088601574,-0.094675995,-0.032782078,-0.074051864,-0.020924458,0.69844615,-0.11991735,chr11,65388398,65391378,2980,431,0.3079822918498843,62.25485784150271,0.4496444841608427,0.1446308724832214,4,False
PAM16,chr16-4377697-4389582,-0.05449324,0.008977609,0.06584448,-0.080218896,-0.06842222,0.23859188,-0.041526772,chr16,4377697,4389582,11885,1942,1.7136485809239164,1258.6593913526729,0.5754273646962385,0.1633992427429533,2,False
PET100,chr19-7616470-7621755,-0.15117636,0.022535177,0.10660576,-0.14115392,0.1774605,0.23294246,-0.3284857,chr19,7616470,7621755,5285,848,0.6452228710988376,240.31383616761136,0.5038431229087051,0.1604541154210028,2,False
CMTM3,chr16-66607855-66609447,-0.1834434,-0.005572487,0.13790518,-0.058113772,0.092781425,0.3056724,-0.31346402,chr16,66607855,66609447,1592,494,0.3564465527903577,81.6961049238635,0.4603545929474274,0.3103015075376884,7,False
EAPP,chr14-34538147-34540734,-0.03680382,-0.0031663077,-0.027938515,-0.054960746,-0.019182244,0.35018638,-0.22295657,chr14,34538147,34540734,2587,2552,2.4243598687807264,2171.503966210959,0.6008532797512589,0.9864708156165444,9,False
GNG7,chr19-2694397-2695954,-0.052538212,0.034553062,-0.026752327,-0.102211565,0.04383809,0.23736888,-0.058541734,chr19,2694397,2695954,1557,436,0.3117809833830722,63.65473113259976,0.4505428689775113,0.2800256904303147,7,False
POLR2K,chr8-100157515-100158946,-0.08769973,-0.02606399,0.016558426,-0.018103542,0.1313745,0.19456136,-0.27154985,chr8,100157515,100158946,1431,1373,1.124668624370588,629.1305417361342,0.5445641264673784,0.9594689028651292,9,False
CAPN7,chr3-15202493-15203333,-0.066413015,0.02130411,0.06877799,-0.09332647,-0.0008961261,0.31301466,-0.48997605,chr3,15202493,15203333,840,406,0.2889773897382284,55.22114660442371,0.4449766415879622,0.4833333333333333,13,False
MLF2,chr12-6777639-6780682,-0.09843838,0.06493554,0.022263398,-0.07471236,0.04331116,0.18432231,-0.13954479,chr12,6777639,6780682,3043,1300,1.0543415245564656,564.0789151939537,0.5398319264436628,0.4272099901413079,13,False
TYW1,chr7-66985334-66987729,-0.16731921,-0.005827679,0.06682695,-0.0987137,0.08394588,0.487508,-0.34300712,chr7,66985334,66987729,2395,355,0.2506615797031384,42.2354006891186,0.4345521497156406,0.1482254697286012,2,False
SIL1,chr5-139296909-139302265,-0.13432162,0.052939236,0.11725395,-0.108904585,0.15446548,0.11452619,-0.42583168,chr5,139296909,139302265,5356,481,0.3463679850038502,77.45032299655439,0.4582525739748883,0.0898058252427184,4,False
FCF1,chr14-74698316-74699102,-0.0892512,0.037528068,0.07559673,-0.070726536,0.022590883,0.18535662,-0.27730912,chr14,74698316,74699102,786,695,0.5169598315140553,161.39645437368006,0.4876007852387425,0.8842239185750637,1,False
TNK2,chr3-195914369-195915665,-0.018938998,-0.04187298,0.1495908,-0.08298927,-0.05752914,0.10447248,-0.11538494,chr3,195914369,195915665,1296,1361,1.1129779279605103,618.046761809492,0.5437983506989903,1.0501543209876545,9,False
SMARCD2,chr17-63829913-63833640,-0.17437592,0.01055572,0.15254647,-0.1034122,0.10523573,0.22880982,-0.18726751,chr17,63829913,63833640,3727,385,0.2731409599786252,49.69602089585419,0.4408462309507795,0.1033002414810839,4,False
CTNNA1,chr5-138529201-138531926,-0.10406663,0.108793736,0.15190741,-0.0637556,0.044284128,-0.053601976,-0.47795737,chr5,138529201,138531926,2725,580,0.4240304322996776,112.5153273313327,0.47307851009697,0.2128440366972477,2,False
RPS14,chr5-150453463-150454951,-0.4345112,0.07453464,0.26726055,-0.13894698,0.12280954,0.6029706,-0.19175091,chr5,150453463,150454951,1488,316,0.2217552311579886,33.48744870512393,0.4255724968847351,0.2123655913978494,2,False
NDUFS2,chr1-161139492-161140248,-0.18922119,-0.010161127,0.15279089,-0.014086667,0.059719928,0.23138562,-0.16863692,chr1,161139492,161140248,756,303,0.2121890889098987,30.77945581860619,0.4223408643931133,0.4007936507936508,0,False
VCPKMT,chr14-50115478-50117305,-0.023537649,0.029518625,-0.05281704,-0.031548638,0.034704935,0.18403102,-0.24397221,chr14,50115478,50117305,1827,1967,1.7408905506174683,1290.412542403023,0.5765832271740956,1.0766283524904214,9,False
